sample,time_us,raw,mv
0,-2550,2258,1819.634
1,-2540,2272,1830.916
2,-2530,2316,1866.374
3,-2520,2360,1901.832
4,-2510,2360,1901.832
5,-2500,2325,1873.626
6,-2490,2330,1877.656
7,-2480,2309,1860.733
8,-2470,2271,1830.110
9,-2460,2285,1841.392
10,-2450,2295,1849.451
11,-2440,2308,1859.927
12,-2430,2297,1851.062
13,-2420,2331,1878.462
14,-2410,2352,1895.385
15,-2400,2323,1872.015
16,-2390,2330,1877.656
17,-2380,2342,1887.326
18,-2370,2352,1895.385
19,-2360,2341,1886.520
20,-2350,2365,1905.861
21,-2340,2385,1921.978
22,-2330,2345,1889.744
23,-2320,2312,1863.150
24,-2310,2354,1896.996
25,-2300,2349,1892.967
26,-2290,2346,1890.549
27,-2280,2330,1877.656
28,-2270,2324,1872.821
29,-2260,2342,1887.326
30,-2250,2355,1897.802
31,-2240,2371,1910.696
32,-2230,2388,1924.396
33,-2220,2398,1932.454
34,-2210,2388,1924.396
35,-2200,2369,1909.084
36,-2190,2391,1926.813
37,-2180,2405,1938.095
38,-2170,2401,1934.872
39,-2160,2411,1942.930
40,-2150,2395,1930.037
41,-2140,2372,1911.502
42,-2130,2373,1912.308
43,-2120,2380,1917.949
44,-2110,2357,1899.414
45,-2100,2364,1905.055
46,-2090,2378,1916.337
47,-2080,2393,1928.425
48,-2070,2358,1900.220
49,-2060,2380,1917.949
50,-2050,2324,1872.821
51,-2040,2343,1888.132
52,-2030,2317,1867.179
53,-2020,2313,1863.956
54,-2010,2344,1888.938
55,-2000,2354,1896.996
56,-1990,2338,1884.103
57,-1980,2336,1882.491
58,-1970,2326,1874.432
59,-1960,2336,1882.491
60,-1950,2336,1882.491
61,-1940,2352,1895.385
62,-1930,2351,1894.579
63,-1920,2340,1885.714
64,-1910,2364,1905.055
65,-1900,2353,1896.190
66,-1890,2386,1922.784
67,-1880,2373,1912.308
68,-1870,2353,1896.190
69,-1860,2369,1909.084
70,-1850,2389,1925.201
71,-1840,2377,1915.531
72,-1830,2345,1889.744
73,-1820,2314,1864.762
74,-1810,2290,1845.421
75,-1800,2292,1847.033
76,-1790,2272,1830.916
77,-1780,2301,1854.286
78,-1770,2317,1867.179
79,-1760,2306,1858.315
80,-1750,2312,1863.150
81,-1740,2304,1856.703
82,-1730,2322,1871.209
83,-1720,2316,1866.374
84,-1710,2343,1888.132
85,-1700,2340,1885.714
86,-1690,2369,1909.084
87,-1680,2382,1919.560
88,-1670,2381,1918.755
89,-1660,2382,1919.560
90,-1650,2388,1924.396
91,-1640,2371,1910.696
92,-1630,2366,1906.667
93,-1620,2366,1906.667
94,-1610,2381,1918.755
95,-1600,2364,1905.055
96,-1590,2389,1925.201
97,-1580,2394,1929.231
98,-1570,2385,1921.978
99,-1560,2398,1932.454
100,-1550,2356,1898.608
101,-1540,2359,1901.026
102,-1530,2372,1911.502
103,-1520,2331,1878.462
104,-1510,2356,1898.608
105,-1500,2377,1915.531
106,-1490,2374,1913.114
107,-1480,2373,1912.308
108,-1470,2389,1925.201
109,-1460,2390,1926.007
110,-1450,2381,1918.755
111,-1440,2373,1912.308
112,-1430,2404,1937.289
113,-1420,2384,1921.172
114,-1410,2378,1916.337
115,-1400,2377,1915.531
116,-1390,2396,1930.842
117,-1380,2375,1913.919
118,-1370,2364,1905.055
119,-1360,2361,1902.637
120,-1350,2352,1895.385
121,-1340,2354,1896.996
122,-1330,2379,1917.143
123,-1320,2389,1925.201
124,-1310,2376,1914.725
125,-1300,2362,1903.443
126,-1290,2386,1922.784
127,-1280,2382,1919.560
128,-1270,2360,1901.832
129,-1260,2360,1901.832
130,-1250,2396,1930.842
131,-1240,2381,1918.755
132,-1230,2364,1905.055
133,-1220,2382,1919.560
134,-1210,2388,1924.396
135,-1200,2389,1925.201
136,-1190,2377,1915.531
137,-1180,2378,1916.337
138,-1170,2406,1938.901
139,-1160,2379,1917.143
140,-1150,2384,1921.172
141,-1140,2406,1938.901
142,-1130,2385,1921.978
143,-1120,2384,1921.172
144,-1110,2396,1930.842
145,-1100,2422,1951.795
146,-1090,2402,1935.678
147,-1080,2382,1919.560
148,-1070,2386,1922.784
149,-1060,2381,1918.755
150,-1050,2384,1921.172
151,-1040,2394,1929.231
152,-1030,2413,1944.542
153,-1020,2394,1929.231
154,-1010,2390,1926.007
155,-1000,2413,1944.542
156,-990,2430,1958.242
157,-980,2436,1963.077
158,-970,2381,1918.755
159,-960,2384,1921.172
160,-950,2378,1916.337
161,-940,2368,1908.278
162,-930,2366,1906.667
163,-920,2364,1905.055
164,-910,2404,1937.289
165,-900,2420,1950.183
166,-890,2421,1950.989
167,-880,2423,1952.601
168,-870,2386,1922.784
169,-860,2336,1882.491
170,-850,2353,1896.190
171,-840,2360,1901.832
172,-830,2303,1855.897
173,-820,2295,1849.451
174,-810,2317,1867.179
175,-800,2311,1862.344
176,-790,2296,1850.256
177,-780,2283,1839.780
178,-770,2325,1873.626
179,-760,2348,1892.161
180,-750,2369,1909.084
181,-740,2398,1932.454
182,-730,2373,1912.308
183,-720,2356,1898.608
184,-710,2362,1903.443
185,-700,2365,1905.861
186,-690,2389,1925.201
187,-680,2416,1946.960
188,-670,2389,1925.201
189,-660,2362,1903.443
190,-650,2362,1903.443
191,-640,2336,1882.491
192,-630,2350,1893.773
193,-620,2327,1875.238
194,-610,2320,1869.597
195,-600,2317,1867.179
196,-590,2348,1892.161
197,-580,2342,1887.326
198,-570,2369,1909.084
199,-560,2384,1921.172
200,-550,2370,1909.890
201,-540,2346,1890.549
202,-530,2362,1903.443
203,-520,2342,1887.326
204,-510,2356,1898.608
205,-500,2330,1877.656
206,-490,2318,1867.985
207,-480,2333,1880.073
208,-470,2325,1873.626
209,-460,2341,1886.520
210,-450,2341,1886.520
211,-440,2332,1879.267
212,-430,2337,1883.297
213,-420,2320,1869.597
214,-410,2358,1900.220
215,-400,2334,1880.879
216,-390,2329,1876.850
217,-380,2338,1884.103
218,-370,2342,1887.326
219,-360,2390,1926.007
220,-350,2343,1888.132
221,-340,2369,1909.084
222,-330,2396,1930.842
223,-320,2384,1921.172
224,-310,2360,1901.832
225,-300,2338,1884.103
226,-290,2377,1915.531
227,-280,2357,1899.414
228,-270,2330,1877.656
229,-260,2291,1846.227
230,-250,2269,1828.498
231,-240,2281,1838.168
232,-230,2276,1834.139
233,-220,2300,1853.480
234,-210,2327,1875.238
235,-200,2344,1888.938
236,-190,2357,1899.414
237,-180,2336,1882.491
238,-170,2329,1876.850
239,-160,2310,1861.538
240,-150,2314,1864.762
241,-140,2343,1888.132
242,-130,2328,1876.044
