sample,time_us,raw,mv
0,-2550,2435,1962.271
1,-2540,2427,1955.824
2,-2530,2457,1980.000
3,-2520,2464,1985.641
4,-2510,2458,1980.806
5,-2500,2456,1979.194
6,-2490,2493,2009.011
7,-2480,2480,1998.535
8,-2470,2422,1951.795
9,-2460,2395,1930.037
10,-2450,2402,1935.678
11,-2440,2408,1940.513
12,-2430,2424,1953.407
13,-2420,2401,1934.872
14,-2410,2416,1946.960
15,-2400,2419,1949.377
16,-2390,2420,1950.183
17,-2380,2432,1959.853
18,-2370,2421,1950.989
19,-2360,2447,1971.941
20,-2350,2403,1936.484
21,-2340,2426,1955.018
22,-2330,2400,1934.066
23,-2320,2375,1913.919
24,-2310,2390,1926.007
25,-2300,2415,1946.154
26,-2290,2394,1929.231
27,-2280,2380,1917.949
28,-2270,2406,1938.901
29,-2260,2414,1945.348
30,-2250,2388,1924.396
31,-2240,2419,1949.377
32,-2230,2428,1956.630
33,-2220,2468,1988.864
34,-2210,2428,1956.630
35,-2200,2414,1945.348
36,-2190,2424,1953.407
37,-2180,2416,1946.960
38,-2170,2405,1938.095
39,-2160,2412,1943.736
40,-2150,2399,1933.260
41,-2140,2374,1913.114
42,-2130,2389,1925.201
43,-2120,2372,1911.502
44,-2110,2357,1899.414
45,-2100,2376,1914.725
46,-2090,2356,1898.608
47,-2080,2345,1889.744
48,-2070,2344,1888.938
49,-2060,2353,1896.190
50,-2050,2396,1930.842
51,-2040,2415,1946.154
52,-2030,2405,1938.095
53,-2020,2402,1935.678
54,-2010,2359,1901.026
55,-2000,2385,1921.978
56,-1990,2406,1938.901
57,-1980,2399,1933.260
58,-1970,2398,1932.454
59,-1960,2386,1922.784
60,-1950,2404,1937.289
61,-1940,2380,1917.949
62,-1930,2418,1948.571
63,-1920,2422,1951.795
64,-1910,2391,1926.813
65,-1900,2378,1916.337
66,-1890,2410,1942.125
67,-1880,2404,1937.289
68,-1870,2414,1945.348
69,-1860,2436,1963.077
70,-1850,2409,1941.319
71,-1840,2400,1934.066
72,-1830,2400,1934.066
73,-1820,2394,1929.231
74,-1810,2384,1921.172
75,-1800,2410,1942.125
76,-1790,2419,1949.377
77,-1780,2431,1959.048
78,-1770,2440,1966.300
79,-1760,2427,1955.824
80,-1750,2402,1935.678
81,-1740,2378,1916.337
82,-1730,2364,1905.055
83,-1720,2346,1890.549
84,-1710,2358,1900.220
85,-1700,2348,1892.161
86,-1690,2365,1905.861
87,-1680,2359,1901.026
88,-1670,2379,1917.143
89,-1660,2385,1921.978
90,-1650,2376,1914.725
91,-1640,2376,1914.725
92,-1630,2381,1918.755
93,-1620,2393,1928.425
94,-1610,2385,1921.978
95,-1600,2385,1921.978
96,-1590,2362,1903.443
97,-1580,2368,1908.278
98,-1570,2383,1920.366
99,-1560,2365,1905.861
100,-1550,2365,1905.861
101,-1540,2362,1903.443
102,-1530,2353,1896.190
103,-1520,2365,1905.861
104,-1510,2362,1903.443
105,-1500,2355,1897.802
106,-1490,2382,1919.560
107,-1480,2362,1903.443
108,-1470,2401,1934.872
109,-1460,2422,1951.795
110,-1450,2396,1930.842
111,-1440,2392,1927.619
112,-1430,2436,1963.077
113,-1420,2433,1960.659
114,-1410,2457,1980.000
115,-1400,2465,1986.447
116,-1390,2451,1975.165
117,-1380,2444,1969.524
118,-1370,2460,1982.418
119,-1360,2426,1955.018
120,-1350,2444,1969.524
121,-1340,2413,1944.542
122,-1330,2378,1916.337
123,-1320,2353,1896.190
124,-1310,2345,1889.744
125,-1300,2354,1896.996
126,-1290,2328,1876.044
127,-1280,2340,1885.714
128,-1270,2352,1895.385
129,-1260,2360,1901.832
130,-1250,2361,1902.637
131,-1240,2363,1904.249
132,-1230,2343,1888.132
133,-1220,2328,1876.044
134,-1210,2329,1876.850
135,-1200,2362,1903.443
136,-1190,2332,1879.267
137,-1180,2333,1880.073
138,-1170,2357,1899.414
139,-1160,2365,1905.861
140,-1150,2374,1913.114
141,-1140,2380,1917.949
142,-1130,2395,1930.037
143,-1120,2358,1900.220
144,-1110,2364,1905.055
145,-1100,2395,1930.037
146,-1090,2407,1939.707
147,-1080,2435,1962.271
148,-1070,2446,1971.136
149,-1060,2416,1946.960
150,-1050,2412,1943.736
151,-1040,2423,1952.601
152,-1030,2404,1937.289
153,-1020,2436,1963.077
154,-1010,2413,1944.542
155,-1000,2422,1951.795
156,-990,2437,1963.883
157,-980,2442,1967.912
158,-970,2411,1942.930
159,-960,2471,1991.282
160,-950,2514,2025.934
161,-940,2472,1992.088
162,-930,2504,2017.875
163,-920,2500,2014.652
164,-910,2430,1958.242
165,-900,2409,1941.319
166,-890,2375,1913.919
167,-880,2404,1937.289
168,-870,2396,1930.842
169,-860,2378,1916.337
170,-850,2409,1941.319
171,-840,2409,1941.319
172,-830,2412,1943.736
173,-820,2398,1932.454
174,-810,2364,1905.055
175,-800,2356,1898.608
176,-790,2380,1917.949
177,-780,2424,1953.407
178,-770,2438,1964.689
179,-760,2433,1960.659
180,-750,2466,1987.253
181,-740,2428,1956.630
182,-730,2400,1934.066
183,-720,2363,1904.249
184,-710,2354,1896.996
185,-700,2350,1893.773
186,-690,2380,1917.949
187,-680,2399,1933.260
188,-670,2394,1929.231
189,-660,2416,1946.960
190,-650,2404,1937.289
191,-640,2415,1946.154
192,-630,2445,1970.330
193,-620,2451,1975.165
194,-610,2435,1962.271
195,-600,2453,1976.777
196,-590,2443,1968.718
197,-580,2441,1967.106
198,-570,2440,1966.300
199,-560,2429,1957.436
200,-550,2451,1975.165
201,-540,2425,1954.212
202,-530,2436,1963.077
203,-520,2472,1992.088
204,-510,2405,1938.095
205,-500,2402,1935.678
206,-490,2411,1942.930
207,-480,2418,1948.571
208,-470,2450,1974.359
209,-460,2437,1963.883
210,-450,2457,1980.000
211,-440,2442,1967.912
212,-430,2430,1958.242
213,-420,2440,1966.300
214,-410,2400,1934.066
215,-400,2406,1938.901
216,-390,2421,1950.989
217,-380,2450,1974.359
218,-370,2441,1967.106
219,-360,2425,1954.212
220,-350,2423,1952.601
221,-340,2426,1955.018
222,-330,2418,1948.571
223,-320,2416,1946.960
224,-310,2425,1954.212
225,-300,2401,1934.872
226,-290,2386,1922.784
227,-280,2395,1930.037
228,-270,2411,1942.930
229,-260,2415,1946.154
230,-250,2442,1967.912
231,-240,2426,1955.018
232,-230,2446,1971.136
233,-220,2427,1955.824
234,-210,2395,1930.037
235,-200,2390,1926.007
236,-190,2417,1947.766
237,-180,2404,1937.289
238,-170,2392,1927.619
239,-160,2375,1913.919
240,-150,2376,1914.725
241,-140,2378,1916.337
242,-130,2380,1917.949
243,-120,2400,1934.066
244,-110,2388,1924.396
245,-100,2376,1914.725
246,-90,2416,1946.960
247,-80,2398,1932.454
248,-70,2403,1936.484
249,-60,2405,1938.095
250,-50,2397,1931.648
251,-40,2423,1952.601
252,-30,2390,1926.007
253,-20,2350,1893.773
254,-10,2366,1906.667
255,0,1061,855.018
256,10,2241,1805.934
257,20,2270,1829.304
258,30,2269,1828.498
259,40,2276,1834.139
260,50,2309,1860.733
261,60,2312,1863.150
262,70,2291,1846.227
263,80,2300,1853.480
264,90,2312,1863.150
265,100,2284,1840.586
266,110,2311,1862.344
267,120,2313,1863.956
268,130,2325,1873.626
269,140,2327,1875.238
270,150,2336,1882.491
271,160,2354,1896.996
272,170,2338,1884.103
273,180,2360,1901.832
274,190,2342,1887.326
275,200,2376,1914.725
276,210,2391,1926.813
277,220,2404,1937.289
278,230,2380,1917.949
279,240,2400,1934.066
280,250,2407,1939.707
281,260,2408,1940.513
282,270,2408,1940.513
283,280,2392,1927.619
284,290,2382,1919.560
285,300,2408,1940.513
286,310,2395,1930.037
287,320,2428,1956.630
288,330,2474,1993.700
289,340,2466,1987.253
290,350,2457,1980.000
291,360,2476,1995.311
292,370,2464,1985.641
293,380,2422,1951.795
294,390,2398,1932.454
295,400,2380,1917.949
296,410,2364,1905.055
297,420,2380,1917.949
298,430,2387,1923.590
299,440,2392,1927.619
300,450,2408,1940.513
301,460,2363,1904.249
302,470,2346,1890.549
303,480,2383,1920.366
304,490,2406,1938.901
305,500,2422,1951.795
306,510,2357,1899.414
307,520,2402,1935.678
308,530,2432,1959.853
309,540,2410,1942.125
310,550,2396,1930.842
311,560,2390,1926.007
312,570,2386,1922.784
313,580,2402,1935.678
314,590,2394,1929.231
315,600,2422,1951.795
316,610,2434,1961.465
317,620,2410,1942.125
318,630,2391,1926.813
319,640,2347,1891.355
320,650,2341,1886.520
321,660,2361,1902.637
322,670,2363,1904.249
323,680,2364,1905.055
324,690,2330,1877.656
325,700,2328,1876.044
326,710,2342,1887.326
327,720,2345,1889.744
328,730,2349,1892.967
329,740,2333,1880.073
330,750,2318,1867.985
331,760,2343,1888.132
332,770,2324,1872.821
333,780,2372,1911.502
334,790,2362,1903.443
335,800,2355,1897.802
336,810,2361,1902.637
337,820,2354,1896.996
338,830,2362,1903.443
339,840,2340,1885.714
340,850,2341,1886.520
341,860,2356,1898.608
342,870,2363,1904.249
343,880,2398,1932.454
344,890,2425,1954.212
345,900,2428,1956.630
346,910,2434,1961.465
347,920,2406,1938.901
348,930,2427,1955.824
349,940,2428,1956.630
350,950,2440,1966.300
351,960,2424,1953.407
352,970,2394,1929.231
353,980,2376,1914.725
354,990,2354,1896.996
355,1000,2345,1889.744
356,1010,2342,1887.326
357,1020,2355,1897.802
358,1030,2398,1932.454
359,1040,2402,1935.678
360,1050,2393,1928.425
361,1060,2413,1944.542
362,1070,2441,1967.106
363,1080,2428,1956.630
364,1090,2432,1959.853
365,1100,2412,1943.736
366,1110,2394,1929.231
367,1120,2362,1903.443
368,1130,2366,1906.667
369,1140,2368,1908.278
370,1150,2384,1921.172
371,1160,2388,1924.396
372,1170,2382,1919.560
373,1180,2387,1923.590
374,1190,2409,1941.319
375,1200,2404,1937.289
376,1210,2416,1946.960
377,1220,2398,1932.454
378,1230,2388,1924.396
379,1240,2382,1919.560
380,1250,2355,1897.802
381,1260,2330,1877.656
382,1270,2342,1887.326
383,1280,2376,1914.725
384,1290,2379,1917.143
385,1300,2372,1911.502
