sample,time_us,raw,mv
0,-2550,2392,1927.619
1,-2540,2406,1938.901
2,-2530,2416,1946.960
3,-2520,2402,1935.678
4,-2510,2383,1920.366
5,-2500,2409,1941.319
6,-2490,2447,1971.941
7,-2480,2452,1975.971
8,-2470,2398,1932.454
9,-2460,2386,1922.784
10,-2450,2389,1925.201
11,-2440,2406,1938.901
12,-2430,2412,1943.736
13,-2420,2409,1941.319
14,-2410,2420,1950.183
15,-2400,2436,1963.077
16,-2390,2443,1968.718
17,-2380,2444,1969.524
18,-2370,2428,1956.630
19,-2360,2436,1963.077
20,-2350,2422,1951.795
21,-2340,2395,1930.037
22,-2330,2424,1953.407
23,-2320,2400,1934.066
24,-2310,2381,1918.755
25,-2300,2377,1915.531
26,-2290,2373,1912.308
27,-2280,2368,1908.278
28,-2270,2366,1906.667
29,-2260,2329,1876.850
30,-2250,2356,1898.608
31,-2240,2364,1905.055
32,-2230,2388,1924.396
33,-2220,2425,1954.212
34,-2210,2416,1946.960
35,-2200,2414,1945.348
36,-2190,2402,1935.678
37,-2180,2412,1943.736
38,-2170,2442,1967.912
39,-2160,2440,1966.300
40,-2150,2422,1951.795
41,-2140,2424,1953.407
42,-2130,2429,1957.436
43,-2120,2424,1953.407
44,-2110,2424,1953.407
45,-2100,2412,1943.736
46,-2090,2360,1901.832
47,-2080,2372,1911.502
48,-2070,2322,1871.209
49,-2060,2346,1890.549
50,-2050,2372,1911.502
51,-2040,2382,1919.560
52,-2030,2387,1923.590
53,-2020,2387,1923.590
54,-2010,2377,1915.531
55,-2000,2396,1930.842
56,-1990,2419,1949.377
57,-1980,2429,1957.436
58,-1970,2434,1961.465
59,-1960,2423,1952.601
60,-1950,2425,1954.212
61,-1940,2426,1955.018
62,-1930,2456,1979.194
63,-1920,2433,1960.659
64,-1910,2452,1975.971
65,-1900,2445,1970.330
66,-1890,2445,1970.330
67,-1880,2443,1968.718
68,-1870,2450,1974.359
69,-1860,2434,1961.465
70,-1850,2457,1980.000
71,-1840,2452,1975.971
72,-1830,2446,1971.136
73,-1820,2431,1959.048
74,-1810,2428,1956.630
75,-1800,2434,1961.465
76,-1790,2415,1946.154
77,-1780,2432,1959.853
78,-1770,2423,1952.601
79,-1760,2405,1938.095
80,-1750,2392,1927.619
81,-1740,2370,1909.890
82,-1730,2345,1889.744
83,-1720,2384,1921.172
84,-1710,2392,1927.619
85,-1700,2409,1941.319
86,-1690,2425,1954.212
87,-1680,2418,1948.571
88,-1670,2403,1936.484
89,-1660,2384,1921.172
90,-1650,2423,1952.601
91,-1640,2452,1975.971
92,-1630,2477,1996.117
93,-1620,2477,1996.117
94,-1610,2454,1977.582
95,-1600,2436,1963.077
96,-1590,2422,1951.795
97,-1580,2422,1951.795
98,-1570,2420,1950.183
99,-1560,2422,1951.795
100,-1550,2389,1925.201
101,-1540,2386,1922.784
102,-1530,2404,1937.289
103,-1520,2412,1943.736
104,-1510,2386,1922.784
105,-1500,2370,1909.890
106,-1490,2389,1925.201
107,-1480,2377,1915.531
108,-1470,2376,1914.725
109,-1460,2390,1926.007
110,-1450,2382,1919.560
111,-1440,2389,1925.201
112,-1430,2364,1905.055
113,-1420,2369,1909.084
114,-1410,2400,1934.066
115,-1400,2389,1925.201
116,-1390,2386,1922.784
117,-1380,2394,1929.231
118,-1370,2424,1953.407
119,-1360,2434,1961.465
120,-1350,2409,1941.319
121,-1340,2425,1954.212
122,-1330,2416,1946.960
123,-1320,2416,1946.960
124,-1310,2388,1924.396
125,-1300,2376,1914.725
126,-1290,2388,1924.396
127,-1280,2377,1915.531
128,-1270,2386,1922.784
129,-1260,2400,1934.066
130,-1250,2382,1919.560
131,-1240,2368,1908.278
132,-1230,2394,1929.231
133,-1220,2398,1932.454
134,-1210,2404,1937.289
135,-1200,2392,1927.619
136,-1190,2400,1934.066
137,-1180,2441,1967.106
138,-1170,2476,1995.311
139,-1160,2470,1990.476
140,-1150,2487,2004.176
141,-1140,2463,1984.835
142,-1130,2457,1980.000
143,-1120,2435,1962.271
144,-1110,2448,1972.747
145,-1100,2414,1945.348
146,-1090,2442,1967.912
147,-1080,2427,1955.824
148,-1070,2405,1938.095
149,-1060,2434,1961.465
150,-1050,2452,1975.971
151,-1040,2406,1938.901
152,-1030,2417,1947.766
153,-1020,2411,1942.930
154,-1010,2465,1986.447
155,-1000,2500,2014.652
156,-990,2456,1979.194
157,-980,2460,1982.418
158,-970,2453,1976.777
159,-960,2426,1955.018
160,-950,2426,1955.018
161,-940,2437,1963.883
162,-930,2456,1979.194
163,-920,2410,1942.125
164,-910,2412,1943.736
165,-900,2410,1942.125
166,-890,2406,1938.901
167,-880,2414,1945.348
168,-870,2394,1929.231
